Общо;Общо;2003Q1;брой лица в хиляди;499.6;
Общо;Общо;2003Q2;брой лица в хиляди;457.3;
Общо;Общо;2003Q3;брой лица в хиляди;426.3;
Общо;Общо;2003Q4;брой лица в хиляди;411.4;
Общо;Общо;2004Q1;брой лица в хиляди;428.8;
Общо;Общо;2004Q2;брой лица в хиляди;406.1;
Общо;Общо;2004Q3;брой лица в хиляди;373.0;
Общо;Общо;2004Q4;брой лица в хиляди;391.0;
Общо;Общо;2005Q1;брой лица в хиляди;362.3;
Общо;Общо;2005Q2;брой лица в хиляди;332.9;
Общо;Общо;2005Q3;брой лица в хиляди;312.9;
Общо;Общо;2005Q4;брой лица в хиляди;328.5;
Общо;Общо;2006Q1;брой лица в хиляди;315.2;
Общо;Общо;2006Q2;брой лица в хиляди;308.9;
Общо;Общо;2006Q3;брой лица в хиляди;310.4;
Общо;Общо;2006Q4;брой лица в хиляди;288.4;
Общо;Общо;2007Q1;брой лица в хиляди;272.7;
Общо;Общо;2007Q2;брой лица в хиляди;237.8;
Общо;Общо;2007Q3;брой лица в хиляди;235.1;
Общо;Общо;2007Q4;брой лица в хиляди;215.3;
Общо;Общо;2008Q1;брой лица в хиляди;228.8;
Общо;Общо;2008Q2;брой лица в хиляди;207.2;
Общо;Общо;2008Q3;брой лица в хиляди;185.1;
Общо;Общо;2008Q4;брой лица в хиляди;177.7;
Общо;Общо;2009Q1;брой лица в хиляди;222.2;
Общо;Общо;2009Q2;брой лица в хиляди;222.6;
Общо;Общо;2009Q3;брой лица в хиляди;234.5;
Общо;Общо;2009Q4;брой лица в хиляди;272.8;
Общо;Общо;2010Q1;брой лица в хиляди;344.5;
Общо;Общо;2010Q2;брой лица в хиляди;345.0;
Общо;Общо;2010Q3;брой лица в хиляди;330.5;
Общо;Общо;2010Q4;брой лица в хиляди;389.4;
Общо;Общо;2011Q1;брой лица в хиляди;402.0;
Общо;Общо;2011Q2;брой лица в хиляди;372.3;
