Общо;Общо;2003Q1;процент;15.6;
Общо;Общо;2003Q2;процент;13.7;
Общо;Общо;2003Q3;процент;12.7;
Общо;Общо;2003Q4;процент;12.7;
Общо;Общо;2004Q1;процент;13.3;
Общо;Общо;2004Q2;процент;12.0;
Общо;Общо;2004Q3;процент;11.0;
Общо;Общо;2004Q4;процент;11.8;
Общо;Общо;2005Q1;процент;11.3;
Общо;Общо;2005Q2;процент;10.0;
Общо;Общо;2005Q3;процент;9.2;
Общо;Общо;2005Q4;процент;9.9;
Общо;Общо;2006Q1;процент;9.7;
Общо;Общо;2006Q2;процент;9.0;
Общо;Общо;2006Q3;процент;8.8;
Общо;Общо;2006Q4;процент;8.4;
Общо;Общо;2007Q1;процент;8.0;
Общо;Общо;2007Q2;процент;6.8;
Общо;Общо;2007Q3;процент;6.6;
Общо;Общо;2007Q4;процент;6.1;
Общо;Общо;2008Q1;процент;6.5;
Общо;Общо;2008Q2;процент;5.8;
Общо;Общо;2008Q3;процент;5.1;
Общо;Общо;2008Q4;процент;5.0;
Общо;Общо;2009Q1;процент;6.4;
Общо;Общо;2009Q2;процент;6.3;
Общо;Общо;2009Q3;процент;6.7;
Общо;Общо;2009Q4;процент;7.9;
Общо;Общо;2010Q1;процент;10.2;
Общо;Общо;2010Q2;процент;10.0;
Общо;Общо;2010Q3;процент;9.6;
Общо;Общо;2010Q4;процент;11.3;
Общо;Общо;2011Q1;процент;12.2;
Общо;Общо;2011Q2;процент;11.2;
Общо;Общо;2011Q3;процент;10.2;
Общо;Общо;2011Q4;процент;11.4;
Общо;Общо;2012Q1;процент;12.9;
Общо;Общо;2012Q2;процент;12.3;
Общо;Общо;2012Q3;процент;11.5;
Общо;Общо;2012Q4;процент;12.4;
Общо;Общо;2013Q1;процент;13.8;
Общо;Общо;2013Q2;процент;12.9;
Общо;Общо;2013Q3;процент;12.0;
Общо;Общо;2013Q4;процент;13.0;
Общо;Общо;2014Q1;процент;13.0;
Общо;Общо;2014Q2;процент;11.4;
Общо;Общо;2014Q3;процент;10.8;
Общо;Общо;2014Q4;процент;10.6;
Общо;Общо;2015Q1;процент;10.6;
Общо;Общо;2015Q2;процент;9.9;
Общо;Общо;2015Q3;процент;8.3;
Общо;Общо;2015Q4;процент;7.9;
Общо;Общо;2016Q1;процент;8.6;
Общо;Общо;2016Q2;процент;8.0;
Общо;Общо;2016Q3;процент;7.0;
Общо;Общо;2016Q4;процент;6.7;
Общо;Общо;2017Q1;процент;6.9;
Общо;Общо;2017Q2;процент;6.3;
Общо;Общо;2017Q3;процент;5.8;
Общо;Общо;2017Q4;процент;5.6;
Общо;Общо;2018Q1;процент;5.7;
Общо;Общо;2018Q2;процент;5.5;
Общо;Общо;2018Q3;процент;5.0;
Общо;Общо;2018Q4;процент;4.7;
Общо;Общо;2019Q1;процент;5.0;
Общо;Общо;2019Q2;процент;4.2;
Общо;Общо;2019Q3;процент;3.7;
Общо;Общо;2019Q4;процент;4.1;
Общо;Общо;2020Q1;процент;4.6;
Общо;15 - 64;2003Q1;процент;15.7;
Общо;15 - 64;2003Q2;процент;13.9;
Общо;15 - 64;2003Q3;процент;12.9;
Общо;15 - 64;2003Q4;процент;12.9;
Общо;15 - 64;2004Q1;процент;13.5;
Общо;15 - 64;2004Q2;процент;12.2;
Общо;15 - 64;2004Q3;процент;11.1;
Общо;15 - 64;2004Q4;процент;12.0;
Общо;15 - 64;2005Q1;процент;11.4;
Общо;15 - 64;2005Q2;процент;10.1;
Общо;15 - 64;2005Q3;процент;9.3;
Общо;15 - 64;2005Q4;процент;10.0;
Общо;15 - 64;2006Q1;процент;9.8;
Общо;15 - 64;2006Q2;процент;9.0;
Общо;15 - 64;2006Q3;процент;8.9;
Общо;15 - 64;2006Q4;процент;8.4;
Общо;15 - 64;2007Q1;процент;8.0;
Общо;15 - 64;2007Q2;процент;6.9;
Общо;15 - 64;2007Q3;процент;6.7;
Общо;15 - 64;2007Q4;процент;6.2;
Общо;15 - 64;2008Q1;процент;6.6;
Общо;15 - 64;2008Q2;процент;5.9;
Общо;15 - 64;2008Q3;процент;5.2;
Общо;15 - 64;2008Q4;процент;5.1;
Общо;15 - 64;2009Q1;процент;6.4;
Общо;15 - 64;2009Q2;процент;6.4;
Общо;15 - 64;2009Q3;процент;6.7;
Общо;15 - 64;2009Q4;процент;8.0;
Общо;15 - 64;2010Q1;процент;10.3;
Общо;15 - 64;2010Q2;процент;10.1;
Общо;15 - 64;2010Q3;процент;9.6;
Общо;15 - 64;2010Q4;процент;11.4;
Общо;15 - 64;2011Q1;процент;12.3;
Общо;15 - 64;2011Q2;процент;11.3;
Общо;15 - 64;2011Q3;процент;10.3;
Общо;15 - 64;2011Q4;процент;11.5;
Общо;15 - 64;2012Q1;процент;13.0;
Общо;15 - 64;2012Q2;процент;12.4;
Общо;15 - 64;2012Q3;процент;11.6;
Общо;15 - 64;2012Q4;процент;12.5;
Общо;15 - 64;2013Q1;процент;13.8;
Общо;15 - 64;2013Q2;процент;13.0;
Общо;15 - 64;2013Q3;процент;12.1;
Общо;15 - 64;2013Q4;процент;13.2;
Общо;15 - 64;2014Q1;процент;13.1;
Общо;15 - 64;2014Q2;процент;11.5;
Общо;15 - 64;2014Q3;процент;10.8;
Общо;15 - 64;2014Q4;процент;10.7;
Общо;15 - 64;2015Q1;процент;10.7;
Общо;15 - 64;2015Q2;процент;10.0;
Общо;15 - 64;2015Q3;процент;8.3;
Общо;15 - 64;2015Q4;процент;8.0;
Общо;15 - 64;2016Q1;процент;8.7;
Общо;15 - 64;2016Q2;процент;8.2;
Общо;15 - 64;2016Q3;процент;7.1;
Общо;15 - 64;2016Q4;процент;6.7;
Общо;15 - 64;2017Q1;процент;7.0;
Общо;15 - 64;2017Q2;процент;6.4;
Общо;15 - 64;2017Q3;процент;5.9;
Общо;15 - 64;2017Q4;процент;5.7;
Общо;15 - 64;2018Q1;процент;5.8;
Общо;15 - 64;2018Q2;процент;5.5;
Общо;15 - 64;2018Q3;процент;5.0;
Общо;15 - 64;2018Q4;процент;4.7;
Общо;15 - 64;2019Q1;процент;5.1;
Общо;15 - 64;2019Q2;процент;4.2;
Общо;15 - 64;2019Q3;процент;3.7;
Общо;15 - 64;2019Q4;процент;4.1;
Общо;15 - 64;2020Q1;процент;4.6;
Общо;20 - 64;2003Q1;процент;15.3;
Общо;20 - 64;2003Q2;процент;13.6;
Общо;20 - 64;2003Q3;процент;12.4;
Общо;20 - 64;2003Q4;процент;12.5;
Общо;20 - 64;2004Q1;процент;13.1;
Общо;20 - 64;2004Q2;процент;11.8;
Общо;20 - 64;2004Q3;процент;10.5;
Общо;20 - 64;2004Q4;процент;11.4;
Общо;20 - 64;2005Q1;процент;11.1;
Общо;20 - 64;2005Q2;процент;9.7;
Общо;20 - 64;2005Q3;процент;8.9;
Общо;20 - 64;2005Q4;процент;9.6;
Общо;20 - 64;2006Q1;процент;9.4;
Общо;20 - 64;2006Q2;процент;8.7;
Общо;20 - 64;2006Q3;процент;8.5;
Общо;20 - 64;2006Q4;процент;8.1;
Общо;20 - 64;2007Q1;процент;7.7;
Общо;20 - 64;2007Q2;процент;6.7;
Общо;20 - 64;2007Q3;процент;6.3;
Общо;20 - 64;2007Q4;процент;5.9;
Общо;20 - 64;2008Q1;процент;6.3;
Общо;20 - 64;2008Q2;процент;5.6;
Общо;20 - 64;2008Q3;процент;5.0;
Общо;20 - 64;2008Q4;процент;4.8;
Общо;20 - 64;2009Q1;процент;6.2;
Общо;20 - 64;2009Q2;процент;6.2;
Общо;20 - 64;2009Q3;процент;6.3;
Общо;20 - 64;2009Q4;процент;7.6;
Общо;20 - 64;2010Q1;процент;10.0;
Общо;20 - 64;2010Q2;процент;9.8;
Общо;20 - 64;2010Q3;процент;9.3;
Общо;20 - 64;2010Q4;процент;11.0;
Общо;20 - 64;2011Q1;процент;12.0;
Общо;20 - 64;2011Q2;процент;11.1;
Общо;20 - 64;2011Q3;процент;10.0;
Общо;20 - 64;2011Q4;процент;11.2;
Общо;20 - 64;2012Q1;процент;12.6;
Общо;20 - 64;2012Q2;процент;12.1;
Общо;20 - 64;2012Q3;процент;11.3;
Общо;20 - 64;2012Q4;процент;12.1;
Общо;20 - 64;2013Q1;процент;13.5;
Общо;20 - 64;2013Q2;процент;12.8;
Общо;20 - 64;2013Q3;процент;11.8;
Общо;20 - 64;2013Q4;процент;12.9;
Общо;20 - 64;2014Q1;процент;12.9;
Общо;20 - 64;2014Q2;процент;11.3;
Общо;20 - 64;2014Q3;процент;10.6;
Общо;20 - 64;2014Q4;процент;10.5;
Общо;20 - 64;2015Q1;процент;10.5;
Общо;20 - 64;2015Q2;процент;9.8;
Общо;20 - 64;2015Q3;процент;8.1;
Общо;20 - 64;2015Q4;процент;7.8;
Общо;20 - 64;2016Q1;процент;8.6;
Общо;20 - 64;2016Q2;процент;8.0;
Общо;20 - 64;2016Q3;процент;6.9;
Общо;20 - 64;2016Q4;процент;6.6;
Общо;20 - 64;2017Q1;процент;6.9;
Общо;20 - 64;2017Q2;процент;6.3;
Общо;20 - 64;2017Q3;процент;5.7;
Общо;20 - 64;2017Q4;процент;5.5;
Общо;20 - 64;2018Q1;процент;5.7;
